symbol,name,marketCap,sector,industry,country
TU,Telus Corporation Ordinary Shares,13506500000.0,Telecommunications,Telecommunications Equipment,Canada
TVTX,Travere Therapeutics Inc. Common Stock,5639640536.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
TW,Tradeweb Markets Inc. Class A Common Stock,23456652700.0,Finance,Investment Bankers/Brokers/Service,United States
TWLO,Twilio Inc. Class A Common Stock,44644316454.0,Technology,Computer Software: Prepackaged Software,United States
TWST,Twist Bioscience Corporation Common Stock,10508736079.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
TXG,10x Genomics Inc. Class A Common Stock,9852618124.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
TXN,Texas Instruments Incorporated Common Stock,248969584157.0,Technology,Semiconductors,United States
TXNM,TXNM Energy Inc. Common Stock,6422534148.0,Utilities,Electric Utilities: Central,United States
TXRH,Texas Roadhouse Inc. Common Stock,10820250242.0,Consumer Discretionary,Restaurants,United States
TXT,Textron Inc. Common Stock,13210315095.0,Industrials,Aerospace,United States
TYL,Tyler Technologies Inc. Common Stock,13617859673.0,Technology,Computer Software: Prepackaged Software,United States
U,Unity Software Inc. Common Stock,19407921945.0,Technology,Computer Software: Prepackaged Software,United States
UAL,United Airlines Holdings Inc. Common Stock,35937915236.0,Consumer Discretionary,Air Freight/Delivery Services,United States
UBER,Uber Technologies Inc. Common Stock,141794523600.0,Consumer Discretionary,Business Services,United States
UBS,UBS Group AG Registered Ordinary Shares,148157999265.0,Finance,Major Banks,Switzerland
UBSI,United Bankshares Inc. Common Stock,6295745032.0,Finance,Major Banks,United States
UCB,United Community Banks Inc. Common Stock,4040485106.0,Finance,Major Banks,United States
UCTT,Ultra Clean Holdings Inc. Common Stock,3499461571.0,Technology,Semiconductors,United States
UDR,UDR Inc. Common Stock,10855518061.0,Real Estate,Real Estate Investment Trusts,United States
UE,Urban Edge Properties Common Shares of Beneficial Interest,2497115537.0,Finance,Real Estate,United States
UEC,Uranium Energy Corp. Common Stock,4923980042.0,Basic Materials,Other Metals and Minerals,Canada
UFPI,UFP Industries Inc. Common Stock,4511106734.0,Basic Materials,Forest Products,United States
UFPT,UFP Technologies Inc. Common Stock,2225985130.0,Health Care,Medical/Dental Instruments,United States
UGI,UGI Corporation Common Stock,7854805692.0,Utilities,Natural Gas Distribution,United States
UHAL,U-Haul Holding Company Common Stock,11970751422.0,Consumer Discretionary,Rental/Leasing Companies,United States
UHS,Universal Health Services Inc. Common Stock,10690494456.0,Health Care,Hospital/Nursing Management,United States
UI,Ubiquiti Inc. Common Stock,34706973665.0,Technology,Radio And Television Broadcasting And Communications Equipment,United States
ULS,UL Solutions Inc. Class A Common Stock,13200102551.0,Health Care,Precision Instruments,United States
ULTA,Ulta Beauty Inc. Common Stock,23251940305.0,Consumer Discretionary,Other Specialty Stores,United States
UMBF,UMB Financial Corporation Common Stock,10165911516.0,Finance,Major Banks,United States
UMC,United Microelectronics Corporation (NEW) Common Stock,62135139719.0,Technology,Semiconductors,Taiwan
UNF,Unifirst Corporation Common Stock,4658844648.0,Consumer Discretionary,Other Consumer Services,United States
UNFI,United Natural Foods Inc. Common Stock,2638269254.0,Consumer Discretionary,Food Distributors,United States
UNH,UnitedHealth Group Incorporated Common Stock (DE),333267990743.0,Health Care,Medical Specialities,United States
UNIT,Uniti Group Inc. Common Stock,2223362237.0,Real Estate,Real Estate Investment Trusts,United States
UNM,Unum Group Common Stock,14953660139.0,Finance,Accident &Health Insurance,United States
UNP,Union Pacific Corporation Common Stock,163685621964.0,Industrials,Railroads,United States
UPS,United Parcel Service Inc. Common Stock,81521891187.0,Industrials,Trucking Freight/Courier Services,United States
UPST,Upstart Holdings Inc. Common stock,2379303975.0,Finance,Finance: Consumer Services,United States
URBN,Urban Outfitters Inc. Common Stock,6409094742.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States
URGN,UroGen Pharma Ltd. Ordinary Shares,2034897879.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
URI,United Rentals Inc. Common Stock,64233626223.0,Consumer Discretionary,Diversified Commercial Services,United States
USAR,USA Rare Earth Inc. Class A Common Stock,5937462056.0,Basic Materials,Metal Mining,United States
USB,U.S. Bancorp Common Stock,91114848562.0,Finance,Major Banks,United States
USFD,US Foods Holding Corp. Common Stock,20319944811.0,Consumer Discretionary,Food Distributors,United States
USLM,United States Lime & Minerals Inc. Common Stock,3138793796.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
UTHR,United Therapeutics Corporation Common Stock,20991562479.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
UTZ,Utz Brands Inc Class A Common Stock ,2048582291.0,Consumer Staples,Packaged Foods,United States
UUUU,Energy Fuels Inc Ordinary Shares (Canada),2898457200.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Canada
V,Visa Inc.,645947748942.0,Consumer Discretionary,Business Services,United States
VAC,Marriott Vacations Worldwide Corporation Common Stock,3468768022.0,Finance,Real Estate,United States
VAL,Valaris Limited Common Shares,5733314584.0,Energy,Oil & Gas Production,United States
VC,Visteon Corporation Common Stock,2483475760.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
VCTR,Victory Capital Holdings Inc. Class A Common Stock,6539082599.0,Finance,Investment Managers,United States
VCYT,Veracyte Inc. Common Stock,3522721832.0,Health Care,Medical Specialities,United States
VECO,Veeco Instruments Inc. Common Stock,2807073069.0,Technology,Industrial Machinery/Components,United States
VEEV,Veeva Systems Inc. Class A Common Stock,43836821138.0,Technology,Computer Software: Prepackaged Software,United States
VEON,VEON Ltd. ADS,4845073680.0,Telecommunications,Telecommunications Equipment,Netherlands
VERA,Vera Therapeutics Inc. Class A Common Stock,2381693222.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
VFC,V.F. Corporation Common Stock,5315179386.0,Industrials,Garments and Clothing,United States
VFS,VinFast Auto Ltd. Ordinary Shares,7474817552.0,Industrials,Auto Manufacturing,Singapore
VG,Venture Global Inc. Class A common stock,33176232133.0,Utilities,Oil/Gas Transmission,United States
VGNT,Versigent PLC Ordinary Shares,3272589243.0,Consumer Discretionary,Auto Parts:O.E.M.,United Kingdom
VIA,Via Transportation Inc. Class A Common Stock,2407675808.0,Technology,Computer Software: Prepackaged Software,United States
VIAV,Viavi Solutions Inc. Common Stock,8989096234.0,Technology,Semiconductors,United States
VICI,VICI Properties Inc. Common Stock,26095538219.0,Real Estate,Real Estate Investment Trusts,United States
VICR,Vicor Corporation Common Stock,13055582233.0,Technology,Industrial Machinery/Components,United States
VIK,Viking Holdings Ltd Ordinary Shares,35796618932.0,Consumer Discretionary,Marine Transportation,United States
VIRT,Virtu Financial Inc. Class A Common Stock,8227164033.0,Finance,Investment Bankers/Brokers/Service,United States
VKTX,Viking Therapeutics Inc. Common Stock,4858594826.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
VLO,Valero Energy Corporation Common Stock,108214656942.0,Energy,Integrated oil Companies,United States
VLTO,Veralto Corp Common Stock ,23374905823.0,Industrials,Electrical Products,United States
VLY,Valley National Bancorp Common Stock,7112029259.0,Finance,Major Banks,United States
VMC,Vulcan Materials Company (Holding Company) Common Stock,31669043812.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
VMI,Valmont Industries Inc. Common Stock,9092781167.0,Industrials,Metal Fabrications,United States
VMRK,Vivmark Residential Common Shares of Beneficial Interest,48265875000.0,Real Estate,Real Estate Investment Trusts,United States
VNO,Vornado Realty Trust Common Stock,6378373339.0,Real Estate,Real Estate Investment Trusts,United States
VNOM,Viper Energy Inc. Class A Common Stock,14701846970.0,Energy,Oil & Gas Production,United States
VNT,Vontier Corporation Common Stock ,4234464000.0,Industrials,Industrial Machinery/Components,United States
VOYA,Voya Financial Inc. Common Stock,8821366502.0,Finance,Life Insurance,United States
VRDN,Viridian Therapeutics Inc. Common Stock,2427853325.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
VRNS,Varonis Systems Inc. Common Stock,5553504450.0,Technology,Computer Software: Prepackaged Software,United States
VRSK,Verisk Analytics Inc. Common Stock,22360802862.0,Technology,EDP Services,United States
VRSN,VeriSign Inc. Common Stock,26483184000.0,Technology,EDP Services,United States
VRT,Vertiv Holdings LLC Class A Common Stock,95777357679.0,Technology,Industrial Machinery/Components,United States
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,130872013498.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
VSAT,ViaSat Inc. Common Stock,10149848081.0,Consumer Discretionary,Telecommunications Equipment,United States
VSEC,VSE Corporation Common Stock,5010720101.0,Consumer Discretionary,Military/Government/Technical,United States
VSH,Vishay Intertechnology Inc. Common Stock,5000160844.0,Technology,Electrical Products,United States
VSNT,Versant Media Group Inc. Class A Common Stock ,4585697691.0,Industrials,Broadcasting,United States
VST,Vistra Corp. Common Stock,46307587854.0,Utilities,Electric Utilities: Central,United States
VSXY,Victorias Secret & Co. Common Stock ,6647535010.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States
VTR,Ventas Inc. Common Stock,44441672544.0,Real Estate,Real Estate Investment Trusts,United States
VTRS,Viatris Inc. Common Stock,19663875592.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
VVV,Valvoline Inc. Common Stock,3668109518.0,Industrials,Major Chemicals,United States
VVX,V2X Inc. Common Stock,2349021129.0,Consumer Discretionary,Diversified Commercial Services,United States
VZ,Verizon Communications Inc. Common Stock,193280142397.0,Telecommunications,Telecommunications Equipment,United States
W,Wayfair Inc. Class A Common Stock,13628322965.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,49359128879.0,Industrials,Railroads,United States
WAFD,WaFd Inc. Common Stock,2271653807.0,Finance,Major Banks,United States
WAL,Western Alliance Bancorporation Common Stock (DE),8248025318.0,Finance,Major Banks,United States
WAT,Waters Corporation Common Stock,41320208043.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
WAY,Waystar Holding Corp. Common Stock,4747690780.0,Technology,EDP Services,United States
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,77229233939.0,Telecommunications,Cable & Other Pay Television Services,United States
WBI,WaterBridge Infrastructure LLC Class A Shares Representing Limited Liability Company Interests,3562946192.0,Energy,Oilfield Services/Equipment,
WCC,WESCO International Inc. Common Stock,17828914636.0,Consumer Discretionary,Telecommunications Equipment,United States
WCN,Waste Connections Inc. Common Shares,39664521601.0,Utilities,Environmental Services,Canada
WDAY,Workday Inc. Class A Common Stock,46363580000.0,Technology,EDP Services,United States
WDC,Western Digital Corporation Common Stock,170784639763.0,Technology,Electronic Components,United States
WDFC,WD-40 Company Common Stock,2675361277.0,Industrials,Major Chemicals,United States
WEC,WEC Energy Group Inc. Common Stock,32966182078.0,Utilities,Power Generation,United States
WELL,Welltower Inc. Common Stock,165677641886.0,Real Estate,Real Estate Investment Trusts,United States
WERN,Werner Enterprises Inc. Common Stock,2063813938.0,Industrials,Trucking Freight/Courier Services,United States
WEX,WEX Inc. common stock,6289420494.0,Consumer Discretionary,Business Services,United States
WFC,Wells Fargo & Company Common Stock,247665545618.0,Finance,Major Banks,United States
WFG,West Fraser Timber Co. Ltd Common stock,5721660274.0,Basic Materials,Forest Products,Canada
WFRD,Weatherford International plc Ordinary Shares,6054214725.0,Consumer Discretionary,Oil and Gas Field Machinery,United States
WGS,GeneDx Holdings Corp. Class A Common Stock,2540880493.0,Health Care,Medical/Nursing Services,United States
WH,Wyndham Hotels & Resorts Inc. Common Stock ,5143572866.0,Consumer Discretionary,Hotels/Resorts,United States
WHD,Cactus Inc. Class A Common Stock,5294246905.0,Consumer Discretionary,Oil and Gas Field Machinery,United States
WHR,Whirlpool Corporation Common Stock,2147015518.0,Consumer Discretionary,Consumer Electronics/Appliances,United States
WING,Wingstop Inc. Common Stock,2666500402.0,Consumer Discretionary,Restaurants,United States
WIT,Wipro Limited Common Stock,16736999157.0,Technology,EDP Services,India
WIX,Wix.com Ltd. Ordinary Shares,3214042445.0,Technology,Computer Software: Programming Data Processing,Israel
WK,Workiva Inc. Class A Common Stock,3852143186.0,Technology,Computer Software: Prepackaged Software,United States
WLK,Westlake Corporation Common Stock,8743839814.0,Industrials,Major Chemicals,United States
WLY,John Wiley & Sons Inc. Common Stock,2420157658.0,Consumer Discretionary,Books,United States
WLYB,John Wiley & Sons Inc. Common Stock,2420664497.0,Consumer Discretionary,Books,United States
WM,Waste Management Inc. Common Stock,83092792450.0,Utilities,Environmental Services,United States
WMB,Williams Companies Inc. (The) Common Stock,86979438934.0,Utilities,Natural Gas Distribution,United States
WMG,Warner Music Group Corp. Class A Common Stock,14207661326.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
WMS,Advanced Drainage Systems Inc. Common Stock,9783089071.0,Consumer Discretionary,Containers/Packaging,United States
WMT,Walmart Inc. Common Stock,876916972018.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
WOR,Worthington Enterprises Inc. Common Shares,2920929005.0,Industrials,Steel/Iron Ore,United States
WPC,W. P. Carey Inc. REIT,15147544285.0,Real Estate,Real Estate Investment Trusts,United States
WPM,Wheaton Precious Metals Corp Common Shares (Canada),66057567346.0,Basic Materials,Precious Metals,Canada
WRB,W.R. Berkley Corporation Common Stock,25120966887.0,Finance,Property-Casualty Insurers,United States
WRBY,Warby Parker Inc. Class A Common Stock,2886248061.0,Health Care,Ophthalmic Goods,United States
